500	500
503.1585158	500.3145357
506.2448251	501.2533553
509.1876377	502.8021505
511.9174856	504.937256
514.3676104	507.6259198
516.4748212	510.8266781
518.1803143	514.4898307
519.4304466	518.5580121
520.1774528	522.9668525
520.3801007	527.645722
520.0042749	532.5185502
519.0234849	537.5047131
517.4192896	542.5199783
515.1816351	547.4774978
512.3091005	552.28884
508.8090493	556.8650482
504.6976835	561.1177162
500	564.9600687
494.7496478	568.3080358
488.9886884	571.0813103
482.7672593	573.204376
476.1431449	574.6074965
469.1812568	575.2276539
461.9530302	575.0094263
454.5357388	573.9057959
447.0117383	571.8788772
439.4676416	568.9005576
431.9934371	564.9530424
424.6815549	560.0292987
417.6258939	554.1333906
410.9208153	547.2807028
404.6601152	539.498048
398.9359853	530.8236554
393.8379725	521.3070398
389.4519469	511.0087503
385.8590904	500
383.1349153	488.3621782
381.3483222	476.1862496
380.5607099	463.5720436
380.825144	450.62744
382.1855944	437.4674576
384.6762515	424.2132532
388.3209263	410.9910399
393.1325439	397.9309334
399.112736	385.1657374
406.2515369	372.8296788
414.5271889	361.0571037
423.9060603	349.9811475
434.3426776	339.7323896
445.7798747	330.4375079
458.1490583	322.217944
471.3705898	315.1885933
485.3542807	309.4565318
500	305.119794
515.198388	302.2662123
530.8316726	300.9723312
546.7745819	301.302408
562.8953454	303.3075092
579.056776	307.024714
595.1174246	312.4764344
610.9327974	319.669858
626.3566242	328.5965235
641.2421695	339.2320323
655.4435724	351.5359031
668.8172045	365.451572
681.2230334	380.9065408
692.5259799	397.8126746
702.5972553	416.066648
711.3156671	435.5505387
718.5688802	456.1325651
724.2546221	477.6679636
728.2818191	500
730.5716537	522.9611079
731.0585305	546.3741455
729.6909425	570.0537623
726.4322265	593.807864
721.2612007	617.439165
714.1726758	640.7468154
705.1778331	663.5280894
694.3044656	685.5801211
681.5970751	706.7016727
667.1168255	726.6949205
650.9413472	745.3672423
633.1643945	762.5329919
613.8953552	778.0152425
593.2586156	791.6474864
571.392783	803.275272
548.4497712	812.7577652
524.5937551	819.9692201
500	824.8003433
474.8535763	827.1595397
449.3479665	826.9740273
423.6835769	824.190808
398.0661644	818.7774852
372.7051912	810.7229181
347.8121206	800.037705
323.5986665	786.754488
300.2750134	770.9280757
278.0480193	752.6353778
257.1194181	731.9751514
237.6840361	709.0675574
219.9280393	684.0535279
204.027225	657.093948
190.1453743	628.368656
178.4326806	598.0752671
169.0242671	566.42783
162.038809	533.6553225
157.5772713	500
155.7217774	465.7156061
156.5346168	431.0654595
160.0574052	396.3204319
166.3104031	361.7568321
175.2920041	327.6542124
186.9783969	294.2931159
201.3234075	261.9527812
218.2585249	230.9088244
237.6931137	201.4309172
259.5148121	173.7804803
283.5901166	148.2084116
309.7651507	124.9528688
337.866612	104.2371253
367.7028942	86.2675192
399.0653758	71.2315121
431.7298679	59.2958763
465.4582092	50.6050279
500	45.2795194
535.0944595	43.4147084
570.4723945	45.0796142
605.8582644	50.3159761
640.9723259	59.1375205
675.5328415	71.5294497
709.2583342	87.4481556
741.8698697	106.8211659
773.093349	129.5473251
802.6617919	155.4972121
830.3175914	184.5137941
855.8147233	216.4133132
878.9208879	250.9864035
899.4195702	287.9994294
917.1119962	327.1960401
931.8189718	368.298927
943.3825855	411.0117749
951.66776	455.0213915
956.5636382	500
500	500
503.3089213	500.3295136
506.5421978	501.3130389
509.6251443	502.9355862
512.4849849	505.1723634
515.0517824	507.9890588
517.2593365	511.3422342
519.0460436	515.1798227
520.3557059	519.441727
521.1382839	524.0605122
521.3505817	528.962185
520.9568595	534.0670526
519.9293652	539.2906518
518.2487796	544.5447391
515.9045701	549.738331
512.8952482	554.7787848
509.2285278	559.5729077
504.9213828	564.0280836
500	568.0534053
494.499631	571.5607994
488.4643402	574.4661346
481.9466526	576.6902987
475.0071041	578.1602345
467.7136976	578.8099231
460.1412697	578.5813037
452.370774	577.4251195
444.4884877	575.3016809
436.5851484	572.1815365
428.7550293	568.0460444
421.0949623	562.8878367
413.7033175	556.7111711
406.6789494	549.5321648
400.1201207	541.3789074
394.1234132	532.2914485
388.7826378	522.3216608
384.1877539	511.5329766
380.423809	500
377.5699112	487.8079962
375.6982423	475.0522615
374.8731247	461.837379
375.1501508	448.2763657
376.5753846	434.4897175
379.1846444	420.6043605
383.0028751	406.752518
388.0436175	393.0705016
394.3085806	379.6974391
401.7873244	366.7739492
410.4570551	354.4407753
420.2825394	342.8373926
431.2161384	332.1005986
443.1979639	322.3631035
456.1561563	313.7521318
