0	0	'PuJzF9pR2B'
0.182562213462424	0.0159721240661619	'v4mtdvAMFK'
0.360950893573833	0.0636453812478964	'71IpCJLo11'
0.531045458961918	0.142293201873061	'fxR8#FUQNw'
0.688830667955162	0.250713859585385	'WJK47gBaH7'
0.830447883313289	0.387244207687595	'R44w5B8ERe'
0.952244666222964	0.549778714378214	'9jRIJQbYam'
1.05082216817547	0.735793603474336	'cACZ9i5US3'
1.12307981091874	0.942375855124562	'xY3adacrGu'
1.16625677126657	1.16625677126657	'IfQlO8DLnS'
1.17796981890570	1.40384976364842	'IL8SOpAETO'
1.15624709117396	1.65129197856145	'rs1jjh2cYl'
1.09955742875643	1.90448933244593	'TGXNowbnRe'
1.00683493998775	2.15916449661455	'T0uJEhu0t3'
0.877498508548847	2.41090733784307	'KM3dLt3y1h'
0.711466009365304	2.65522729480959	'Nh1Nt2dd7n'
0.509163049983172	2.88760714859066	'yZUXtMeHI7'
0.271526109124754	3.10355762886121	'nbshpxmfeG'
2.01985422840788e-16	3.29867228626928	'5baBg8RuHw'
-0.303470357257076	3.46868205578606	'wiK6NBlmdl'
-0.636453812478964	3.60950893573833	'tZlaHWiIFS'
-0.996052413111425	3.71731821273342	'qcfDEVV#vo'
-1.37892622771962	3.78856867375339	'3gX3PKpQJR'
-1.78132335536294	3.82006026324113	'SAOq9Qn9fS'
-2.19911485751285	3.80897866489186	'liIiJQhztf'
-2.62783429812263	3.75293631491240	'47dS6f3NHH'
-3.06272152915483	3.65000938548590	'kdXvcs6zC8'
-3.49877031379971	3.49877031379971	'3oA9YZgi81'
-3.93077933821558	3.29831549293597	'e3YDTUdesX'
-4.35340612529838	3.04828778582225	'7Qu5k5DjAJ'
-4.76122333111482	2.74889357189107	'ZOhTskPEAL'
-5.14877687654239	2.40091408766309	'emHITFZRnN'
-5.51064534364129	2.00571087668308	'pMF5jaGiHO'
-5.84150004858110	1.56522522060367	'IUV63xEaYa'
-6.13616519075516	1.08197148121424	'9OGyC8y8wm'
-6.38967747118485	0.559024342315668	'#jfPMfs#VN'
-6.59734457253857	8.07941691363152e-16	'VFnX3a4Oy2'
-6.75480189810970	-0.590968590447991	'alFPlg5pfn'
-6.85806697790282	-1.20926224371003	'FCvUE6DEkb'
-6.90359096650493	-1.84981162434979	'BDPIneGb4j'
-6.88830667955162	-2.50713859585385	'u9lfhmwltb'
-6.80967264316897	-3.17540250303828	'oL3PWT8MGr'
-6.66571266356075	-3.84845100064749	'GMms4l2qxh'
-6.45505046164932	-4.51987499277092	'AMbjYokwLf'
-6.17693896005306	-5.18306720318509	'Y964bv5XHh'
-5.83128385633286	-5.83128385633286	'V1LNhFPnGm'
-5.41866116696623	-6.45770891278274	'4eTw8oebLb'
-4.94032848047055	-7.05552027203530	'e2tnFHkdiC'
-4.39822971502571	-7.61795732978371	'kneKvxSfOM'
-3.79499323533844	-8.13838925647023	'yEM9kk7G34'
-3.13392324481732	-8.61038334943951	'NKoLHXZFri'
-2.41898443184203	-9.02777280235260	'#N5puXdG3c'
-1.65477991244531	-9.38472323291965	'qtRlXyE#wA'
-0.846522575506584	-9.67579731350848	'42r3dXF#2A'
-1.81786880556709e-15	-9.89601685880785	'qpZeYcBaGC'
0.878466823638904	-10.0409217404333	'jmuQtsf4xf'
1.78207067494110	-10.1066250200673	'vq9H2jH90D'
2.70357083558815	-10.0898637202764	'RZn5as9bo4'
3.63535096398807	-9.98804468534984	'2IMnwPXVcK'
4.56948165071362	-9.79928502309681	'uG4Fx1cmWv'
5.49778714378214	-9.52244666222964	'lm1c3fnjti'
6.41191568741922	-9.15716460838625	'xc5F#tjI0t'
7.30341287721535	-8.70386853462022	'aRTkr2NfaP'
8.16379739886600	-8.16379739886600	'vxYUeRJYRP'
8.98463848734990	-7.53900684099650	'o8L5jMspUg'
9.75763441877223	-6.83236917511884	'BByGrwxs7S'
10.4746913284526	-6.04756585816036	'#ip7O9K78L'
11.1280016363981	-5.18907238301379	'DQiwmTb1nR'
11.7101213552377	-4.26213561295155	'g3KzLGBA83'
12.2140455561241	-3.27274364308040	'Dq9NFWulc5'
12.6332812750842	-2.22758834367638	'AgJfjoNVUm'
12.9619171558321	-1.13402080869750	'lrKpwYYrO7'
13.1946891450771	-3.23176676545261e-15	'IgCTU7Necz'
13.3270415827570	1.16596505682982	'BxiCgcepfu'
13.3551830622318	2.35487910617216	'7ybF6Xvyyl'
13.2761364740479	3.55733004682651	'UvegeaLR33'
13.0877826911481	4.76356333212230	'emtIkMDE7g'
12.7888974030247	5.96356079838896	'JokTqZNPYC'
12.3791806608985	7.14712328691678	'VijEkdpxL8'
11.8592787551232	8.30395638206751	'h5oJDAMhJE'
11.2307981091874	9.42375855124562	'i9KJKEtcgm'
10.4963109413991	10.4963109413991	'3HSDJELw4g'
9.65935251502676	11.5115680619171	'1OaXr7Nvgv'
8.72440986976713	12.4597485655092	'3O7Bj4KaUj'
7.69690200129500	13.3314253271215	'0Yn80z8Lqu'
6.58315153068913	14.1176140163259	'zqUCHR04c#'
5.39034798108578	14.8098593610360	'C2h93KWDbb'
4.12650285431876	15.4003183098956	'U5fsp0QwZD'
2.80039677490744	15.8818393172486	'29HgvGCbI9'
1.42151904188842	16.2480369981558	'769rsXEbii'
5.04963557101970e-15	16.4933614313464	'xl7n3Hz9O5'
-1.45346329002073	16.6131614250806	'qtryhvf5H1'
-2.92768753740323	16.6037411043963	'LwcmWZt83m'
-4.41108925806488	16.4624092278195	'8nw4OG0at7'
-5.89177570025653	16.1875206969463	'STiiolKaXF'
-7.35763994606430	15.7785097829525	'O#5xIiDqz5'
-8.79645943005141	15.2359146595674	'JTxei3#BWh'
-10.1959970767158	14.5613929018601	'v9rR75cuj#'
-11.5441042252759	13.7577276837545	'Y34Yt54FCk'
-12.8288244839323	12.8288244839323	'AMBxM7wzaS'
-14.0384976364842	11.7796981890570	'q2241eeEcl'
-15.1618627122461	10.6164505644154	'GVQkbaDQPs'
-16.1881593257904	9.34623814442963	'pHIEuj0GQD'
-17.1072263962538	7.97723067836446	'pRsIhCGdsl'
-17.9095973668342	6.51856034922000	'MmsTyLPl2z'
-18.5865910636671	4.98026206555713	'lA7xZ3qPK2'
-19.1303973594131	3.37320520613851	'UUZwKrozXH'
-19.5341568404794	1.70901727507933	'2skuviyqhr'
-19.7920337176157	7.27147522226837e-15	'8nzLvNaxZC'
-19.8992812674042	-1.74096152321164	'MCoPaK3VMy'
-19.8522991465608	-3.50049596863429	'BCh6llo6N3'
-19.6486819815910	-5.26484846930324	'DzCalMyNKm'
-19.2872587027445	-7.01998806839076	'7pN5XCO52k'
-18.7681221628803	-8.75171909373964	'jAHN0YUQSa'
-18.0926486582363	-10.4457955731860	'MjprW8PvY1'
-17.2635070485970	-12.0880377713641	'XsV3vbZXbX'
-16.2846572583217	-13.6644498993061	'EbmTZGeSB3'
-15.1613380264654	-15.1613380264654	'NrJ9f4tfmW'
-13.9000438630873	-16.5654272110514	'hyRSV3FNTW'
-12.5084912590637	-17.8639768589830	't3DEAMBdP5'
-10.9955742875643	-19.0448933244593	'teEhpmaGzP'
-9.37130982603981	-20.0968387761816	'gygT2Du4dd'
-7.64677271735424	-21.0093353726324	'J83eZH6ALU'
-5.83402127679550	-21.7728638174386	'DJteVOcLUQ'
-3.94601363736958	-22.3789554015776	'0rVkSQQqgE'
-1.99651550827025	-22.8202766828030	'DQbRq7wovv'
-9.89728571919861e-15	-23.0907060038850	'kwYmPSBVIZ'
2.02845975640256	-23.1854011097279	'J0uGzOGp8z'
4.07330439986536	-23.1008571887253	'nURbW3ArVT'
6.11860768054160	-22.8349547353625	'o64#EI9Fr6'
8.14820043652499	-22.3869967085428	'I3BVP#1y4x'
10.1457982414150	-21.7577345428082	'0UupSV5CrN'
12.0951317163207	-20.9493826569052	'zNGnGy4TRA'
13.9800784660124	-19.9656211953340	'f#uTlxHk2r'
15.7847955733364	-18.8115868328889	'PViEZOeyXg'
17.4938515689985	-17.4938515689986	'F5NYpvKg#s'
19.0923567856185	-16.0203895371176	'FCeceKW3ua'
20.5660910057199	-14.4005319537120	'5FL7GYSEMa'
21.9016273231282	-12.6449104306989	'SsP8TJixb#'
23.0864511561094	-10.7653889737152	'bTP8OYORa#'
24.1090733784307	-8.77498508548847	'5ilEk4dZGp'
24.9591365712101	-6.68778048803386	'#qapluof7m'
25.6275134437421	-4.51882206860065	'os2XsgWbrO'
26.1063965251267	-2.28401374146117	'99SV#xynzc'
